fund_code,name,std_price,set_date,type,type_detail,set_amount,risk_grade,risk_grade_txt,company_name
KR5101AQ0885,한국투자한국의힘소득공제증권전환형자투자신탁(주식)(C),1520.07,20140317,액티브주식일반,국내주식형,49,2,높은 위험,한국투자신탁운용
K55301DD5916,미래에셋클린테크증권자투자신탁(주식),935.70,20210204,액티브주식섹터,국내주식형,294,2,높은 위험,미래에셋자산운용
K553W5E17435,VIP한국형가치투자증권자투자신탁[주식]C-P2e클래스,1271.75,20230403,액티브주식일반,국내주식형,289,2,높은 위험,브이아이피자산운용
K55236CB3245,한국밸류지속성장ESG증권자투자신탁(주식)C-F,1209.10,20210427,액티브주식테마,국내주식형,291,2,높은 위험,한국투자밸류자산운용
K55229C36772,이스트스프링코리아스타증권투자신탁[주식혼합]클래스A,1083.63,20180327,액티브주식일반,국내주식형,11,2,높은 위험,이스트스프링자산운용
KR5207A88860,교보악사위대한중소형밸류증권모투자신탁 1(주식),1457.50,20120223,액티브주식중소형,국내주식형,107,2,높은 위험,교보악사자산운용
K55101BV0976,한국투자한국의제4차산업혁명증권자투자신탁 1(주식)(C-R),1156.76,20171229,액티브주식일반,국내주식형,42,3,다소 높은 위험,한국투자신탁운용
K55364BQ3342,에셋플러스알파로보코리아인컴성과보수증권자투자신탁 1-2(주식)종류A,1187.00,20170703,액티브주식일반,국내주식형,0,2,높은 위험,에셋플러스자산운용
KR5363AW4346,트러스톤장기고배당연금저축증권자투자신탁[주식](운용),1153.80,20141028,액티브주식배당,국내주식형,13,2,높은 위험,트러스톤자산운용
KR5209959034,신영주니어경제박사증권투자신탁[주식](종류C 5),1245.00,20050427,액티브주식일반,국내주식형,174,2,높은 위험,신영자산운용
K55210C33167,신한스마트KRX300인덱스증권자투자신탁 1[주식-파생형](종류C3),1331.97,20180208,인덱스주식KRX300,국내주식형,0,2,높은 위험,신한자산운용
KR5237857002,한화한국오퍼튜니티증권자투자신탁(주식)C-F클래스,939.61,20080710,액티브주식일반,국내주식형,86,1,매우 높은 위험,한화자산운용
K55301DI2074,미래에셋코스피200인덱스증권모투자신탁(주식),957.29,20210406,인덱스주식코스피200,국내주식형,"2,427",2,높은 위험,미래에셋자산운용
KR5107629754,우리파워연금액티브증권전환형투자신탁 1(주식),1037.00,20061212,액티브주식일반,국내주식형,275,3,다소 높은 위험,우리자산운용
K55105C75384,삼성KODEX한국대만IT프리미어증권상장지수투자신탁[주식-파생형],25349.52,20180607,인덱스주식섹터,국내주식형,190,2,높은 위험,삼성자산운용
KR5301AC8940,미래에셋고배당포커스증권자투자신탁 1(주식)종류A,1667.62,20130506,액티브주식배당,국내주식형,125,3,다소 높은 위험,미래에셋자산운용
KR5104AU7071,브이아이카멜레온증권자투자신탁 1[주식]S,1443.44,20160705,액티브주식일반,국내주식형,0,1,매우 높은 위험,브이아이자산운용
KR5229AI1054,이스트스프링코리아인덱스증권자투자신탁[주식]클래스C-P2(연금저축),1647.15,20140502,인덱스주식코스피200,국내주식형,0,2,높은 위험,이스트스프링자산운용
K55107DB6458,우리스마트뉴딜증권투자신탁 1(주식)ClassC-F,1154.28,20201130,액티브주식일반,국내주식형,2,2,높은 위험,우리자산운용
KR5223A71731,KB중소형주포커스증권자투자신탁(주식)CClass,1092.70,20111230,액티브주식중소형,국내주식형,2,2,높은 위험,케이비자산운용
KR5225948037,미래에셋그린뉴딜인덱스증권자투자신탁(주식)A,732.99,20090605,인덱스주식기타,국내주식형,174,2,높은 위험,미래에셋자산운용
K553N9BX3710,삼성코리아대표증권자투자신탁 1[주식](C-P),1116.23,20180104,액티브주식일반,국내주식형,1,2,높은 위험,삼성액티브자산운용
K55306CM2652,다올ESG1등주증권투자신탁[주식]종류A,1507.80,20190320,액티브주식테마,국내주식형,0,2,높은 위험,다올자산운용
KR5104767599,브이아이중소형주플러스증권자투자신탁1[주식]C-E,2065.74,20071204,액티브주식중소형,국내주식형,14,2,높은 위험,브이아이자산운용
KR5212AE6825,파인만코리아국가대표증권자투자신탁2(주식)종류A-e,1415.65,20190312,액티브주식일반,국내주식형,0,2,높은 위험,파인만자산운용
KR5232534663,NH-Amundi고배당주증권모투자신탁 1[주식],1631.12,20060106,액티브주식배당,국내주식형,300,3,다소 높은 위험,엔에이치아문디자산운용
KR5225A75083,미래에셋TIGER중국소비테마증권상장지수투자신탁[주식],7306.53,20111215,인덱스주식기타,국내주식형,947,2,높은 위험,미래에셋자산운용
K55102C19249,하나블루칩플러스증권자투자신탁[주식],1160.63,20180112,액티브주식일반,국내주식형,8,2,높은 위험,하나자산운용
KR5223683503,KB스타코리아인덱스증권투자신탁(주식-파생형)A,1472.79,20060828,인덱스주식코스피200,국내주식형,94,2,높은 위험,케이비자산운용
K55214DP1958,유진챔피언K메가트렌드따라잡기증권자투자신탁(주식)ClassA-E,914.15,20211122,액티브주식일반,국내주식형,0,2,높은 위험,유진자산운용
K5M302B41719,베어링고배당증권투자회사(주식)ClassC-P,1027.90,20150720,액티브주식배당,국내주식형,121,3,다소 높은 위험,베어링자산운용
KR5210AG4762,신한중소형주알파증권자투자신탁[주식](종류C2),1643.18,20130508,액티브주식중소형,국내주식형,0,2,높은 위험,신한자산운용
K55306BS4224,다올코리아AI테크중소형증권자투자신탁 1[주식]종류CF,2030.28,20170630,액티브주식중소형,국내주식형,31,2,높은 위험,다올자산운용
KR5101924011,한국투자엄브렐러인덱스증권전환형투자신탁 1(주식-파생형)(A-I),950.36,20111220,인덱스주식코스피200,국내주식형,270,2,높은 위험,한국투자신탁운용
K55233BV0787,칸서스뫼비우스200인덱스증권투자신탁 1(주식-파생형)ClassC-F,1517.41,20190130,인덱스주식코스피200,국내주식형,8,3,다소 높은 위험,칸서스자산운용
KR5355AY1290,스팍스한국엄선투자증권자투자신탁(주식)S,887.95,20150205,액티브주식일반,국내주식형,0,2,높은 위험,스팍스자산운용
K553W5E17419,VIP한국형가치투자증권자투자신탁[주식]S-P클래스,1272.99,20230403,액티브주식일반,국내주식형,34,2,높은 위험,브이아이피자산운용
K55209DZ4908,신영마라톤증권자투자신탁(주식)S-P2형,1141.73,20221222,액티브주식일반,국내주식형,0,2,높은 위험,신영자산운용
KR5105905685,삼성통일코리아증권자투자신탁 1[주식]C5,1050.09,20070102,액티브주식테마,국내주식형,86,2,높은 위험,삼성액티브자산운용
KR5229897206,이스트스프링코리아인덱스증권자투자신탁[주식]클래스C-F,1575.40,20081208,인덱스주식코스피200,국내주식형,884,2,높은 위험,이스트스프링자산운용
K55236CG1996,한국밸류지속성장ESG증권자투자신탁(주식)C-R,1148.76,20190222,액티브주식테마,국내주식형,1,2,높은 위험,한국투자밸류자산운용
K55206CD6119,키움장기코어밸류증권자투자신탁 3[주식]ClassC-Pe,1398.45,20180913,액티브주식일반,국내주식형,0,2,높은 위험,키움투자자산운용
K553N9DB7848,삼성뉴딜코리아증권투자신탁 1[주식]_S-P,1066.99,20210204,액티브주식일반,국내주식형,1,2,높은 위험,삼성액티브자산운용
KR5240AD0601,BNK튼튼배당증권자투자신탁 1(주식)ClassC2,1631.14,20130326,액티브주식배당,국내주식형,0,2,높은 위험,비엔케이자산운용
KR5301AT2035,미래에셋배당프리미엄연금저축증권전환형자투자신탁 1(주식혼합)종류S-P,1086.79,20140703,액티브주식배당,국내주식형,10,3,다소 높은 위험,미래에셋자산운용
K55206BX6827,키움고배당에이스증권자투자신탁 1[주식]C-Pe,1216.89,20171129,액티브주식배당,국내주식형,0,3,다소 높은 위험,키움투자자산운용
K55306E79949,다올주주환원증권투자신탁[주식]종류Ce,1012.38,20240222,인덱스주식코스피200,국내주식형,0,2,높은 위험,다올자산운용
KR5306AR2776,다올코리아AI테크중소형증권자투자신탁 1[주식]종류A,1809.49,20140414,액티브주식중소형,국내주식형,3,2,높은 위험,다올자산운용
K55229C36780,이스트스프링코리아스타증권투자신탁[주식혼합]클래스A-E,1099.25,20180327,액티브주식일반,국내주식형,5,2,높은 위험,이스트스프링자산운용
K55105BR3576,삼성당신을위한삼성그룹밸류인덱스증권자투자신탁 1[주식]S-P,1204.33,20170629,인덱스주식기타,국내주식형,2,2,높은 위험,삼성자산운용
KR5104462886,브이아이행복만들기증권투자신탁 1[주식],1591.08,20041028,액티브주식일반,국내주식형,95,2,높은 위험,브이아이자산운용
KR5301A31523,미래에셋개인연금증권전환형자투자신탁 1[주식],932.14,20110516,액티브주식일반,국내주식형,83,2,높은 위험,미래에셋자산운용
K55210DS1553,신한얼리버드청년형소득공제장기증권자투자신탁[주식](종류C-e),1179.25,20230322,액티브주식일반,국내주식형,1,2,높은 위험,신한자산운용
K55364BT2598,에셋플러스알파로보코리아인컴증권자투자신탁 1-1(주식)종류C-Pe,1396.14,20180914,액티브주식일반,국내주식형,1,2,높은 위험,에셋플러스자산운용
KR5101532111,한국투자네비게이터증권투자신탁 1(주식)(A),1420.62,20051220,액티브주식일반,국내주식형,"1,191",2,높은 위험,한국투자신탁운용
K55301CW6490,미래에셋코어테크증권자투자신탁(주식)종류C-P2,1953.64,20191023,액티브주식섹터,국내주식형,98,2,높은 위험,미래에셋자산운용
KR5301962886,미래에셋솔로몬성장증권투자신탁 1(주식),1128.09,20020330,액티브주식일반,국내주식형,45,2,높은 위험,미래에셋자산운용
KR5228AE1794,우리나라기업가치향상증권자투자신탁[주식]ClassP1,902.13,20201211,액티브주식일반,국내주식형,0,2,높은 위험,우리자산운용
K55301B73766,미래에셋TIGER화장품증권상장지수투자신탁(주식),3519.04,20151006,인덱스주식섹터,국내주식형,"2,502",1,매우 높은 위험,미래에셋자산운용
K55104C11622,브이아이중소형주플러스증권자투자신탁1[주식]C-Pe,1867.27,20171215,액티브주식중소형,국내주식형,4,2,높은 위험,브이아이자산운용
KR5301AW6510,미래에셋장기성장포커스증권자투자신탁3(주식)종류S,1316.47,20150722,액티브주식일반,국내주식형,0,2,높은 위험,미래에셋자산운용
KR5233461478,칸서스하베스트증권자투자신탁 1(주식),1868.52,20041013,액티브주식일반,국내주식형,207,2,높은 위험,칸서스자산운용
K55364BQ3284,에셋플러스알파로보코리아인컴증권자투자신탁 1-1(주식)종류S,1322.17,20170703,액티브주식일반,국내주식형,1,2,높은 위험,에셋플러스자산운용
K55206BV6001,키움장기코어밸류증권자투자신탁 1[주식] C-Pe,1334.45,20171123,액티브주식일반,국내주식형,3,2,높은 위험,키움투자자산운용
K55105BG6549,삼성KODEX200동일가중증권상장지수투자신탁[주식],11392.43,20160919,인덱스주식기타,국내주식형,49,2,높은 위험,삼성자산운용
K55214DP1990,유진챔피언K메가트렌드따라잡기증권자투자신탁(주식)ClassC-E,911.08,20211122,액티브주식일반,국내주식형,0,2,높은 위험,유진자산운용
K55223BM7066,KBKBSTAR고배당증권상장지수투자신탁(주식),13893.04,20170413,인덱스주식기타,국내주식형,306,2,높은 위험,케이비자산운용
K55364BQ3235,에셋플러스알파로보코리아인컴증권자투자신탁 1-1(주식)종류C,1186.85,20170703,액티브주식일반,국내주식형,0,2,높은 위험,에셋플러스자산운용
K55209BP3029,신영밸류고배당증권자투자신탁(주식)AG형,1148.02,20170524,액티브주식배당,국내주식형,1,3,다소 높은 위험,신영자산운용
KR5306AR2784,다올코리아AI테크중소형증권자투자신탁 1[주식]종류Ae,1867.83,20140701,액티브주식중소형,국내주식형,1,2,높은 위험,다올자산운용
KR5207698899,교보악사파워인덱스증권자투자신탁 2(주식)(운용),1368.31,20070604,인덱스주식코스피200,국내주식형,144,2,높은 위험,교보악사자산운용
KR5223A64199,KB락스타증권자투자신탁(주식)C-E 클래스,1413.06,20111025,액티브주식일반,국내주식형,3,3,다소 높은 위험,케이비자산운용
KR5363AK0215,트러스톤밸류웨이증권자투자신탁[주식](운용),1097.26,20130725,액티브주식일반,국내주식형,76,2,높은 위험,트러스톤자산운용
K55232CN9895,NH-AmundiHANARO고배당증권상장지수투자신탁[주식],12707.82,20190422,인덱스주식기타,국내주식형,25,2,높은 위험,엔에이치아문디자산운용
K55107DS7689,우리지속가능ESG청년형장기소득공제증권자투자신탁(주식)ClassA-e,1215.80,20230321,액티브주식일반,국내주식형,0,2,높은 위험,우리자산운용
KR5239A13713,현대인베스트먼트하이킥중소형증권자투자신탁 1(주식)C4,1070.65,20110404,액티브주식중소형,국내주식형,52,2,높은 위험,현대인베스트먼트자산운용
K55301CA3170,미래에셋그린뉴딜인덱스증권자투자신탁(주식)종류A-e,1210.23,20201111,인덱스주식기타,국내주식형,13,2,높은 위험,미래에셋자산운용
K55301BK7865,미래에셋AI스마트베타EMP증권자투자신탁(주식-재간접형)종류A-e,1252.26,20170123,액티브주식일반,국내주식형,6,2,높은 위험,미래에셋자산운용
K553W5E17328,VIP한국형가치투자증권자투자신탁[주식]C클래스,1262.91,20230403,액티브주식일반,국내주식형,110,2,높은 위험,브이아이피자산운용
K55301B47299,미래에셋연금한국헬스케어증권자투자신탁 1(주식)종류C-Pe,784.79,20150709,액티브주식섹터,국내주식형,189,2,높은 위험,미래에셋자산운용
K55301CB3302,미래에셋TIGERK게임증권상장지수투자신탁(주식),7467.10,20180723,인덱스주식섹터,국내주식형,169,1,매우 높은 위험,미래에셋자산운용
K55236BU3110,한국밸류10년투자퇴직연금배당증권자투자신탁(주식)(C),1363.17,20151012,액티브주식배당,국내주식형,82,3,다소 높은 위험,한국투자밸류자산운용
KR5239A13663,현대인베스트먼트하이킥중소형증권자투자신탁 1(주식),1073.95,20110404,액티브주식중소형,국내주식형,238,2,높은 위험,현대인베스트먼트자산운용
K55226BZ7845,HDC좋은지배구조증권투자신탁 1(주식)ClassC-Pe,966.19,20171208,액티브주식일반,국내주식형,3,2,높은 위험,에이치디씨자산운용
K55210DJ9516,신한컨택트알파목표전환형증권투자신탁2[주식](종류C-e),853.62,20210628,액티브주식일반,국내주식형,28,2,높은 위험,신한자산운용
KR5225A01840,미래에셋TIGER삼성그룹증권상장지수투자신탁(주식),12139.85,20110304,인덱스주식기타,국내주식형,203,2,높은 위험,미래에셋자산운용
K55209BD2462,신영밸류우선주증권자투자신탁(주식)Cp-2,1427.93,20160420,액티브주식테마,국내주식형,25,2,높은 위험,신영자산운용
KR5209528144,신영마라톤증권자투자신탁F 1[주식]종류 A,1391.74,20051201,액티브주식일반,국내주식형,20,2,높은 위험,신영자산운용
KR5310AP2681,코레이트트리플스타증권투자신탁[주식]_ClassS,1003.37,20140422,액티브주식일반,국내주식형,0,2,높은 위험,코레이트자산운용
K55232BS5618,NH-Amundi차세대리더증권투자신탁[주식]ClassS-P1(연금저축),1323.19,20170725,액티브주식일반,국내주식형,0,2,높은 위험,엔에이치아문디자산운용
KR5305982179,유경PSG액티브밸류증권투자신탁(주식)ClassC-e,1475.75,20070613,액티브주식일반,국내주식형,1,2,높은 위험,유경피에스지자산운용
KR5232A22875,NH-Amundi성장중소형주증권투자신탁[주식]ClassC1,1643.24,20110503,액티브주식중소형,국내주식형,0,2,높은 위험,엔에이치아문디자산운용
K55104BQ5680,브이아이사회책임투자증권투자신탁[주식]C-P2,1229.32,20170602,액티브주식테마,국내주식형,1,2,높은 위험,브이아이자산운용
KR5101964611,한국투자삼성그룹적립식증권투자신탁 1(주식)(C2),1324.43,20041101,액티브주식테마,국내주식형,3,2,높은 위험,한국투자신탁운용
KR5223959556,KB그로스&밸류증권투자신탁[주식](운용),1352.57,20051102,액티브주식일반,국내주식형,62,3,다소 높은 위험,케이비자산운용
KR5102746975,하나아이비리그플러스적립식증권자투자신탁[주식]ClassC-E,1009.23,20071011,액티브주식일반,국내주식형,0,2,높은 위험,하나자산운용
K55232C99519,NH-Amundi필승코리아증권투자신탁[주식]ClassCe,2450.25,20190814,액티브주식일반,국내주식형,167,2,높은 위험,엔에이치아문디자산운용
KR5212568988,파인만코어셀렉트증권자투자신탁2(주식),1401.91,20030512,액티브주식일반,국내주식형,14,2,높은 위험,파인만자산운용
KR5104616986,브이아이인덱스플러스증권자투자신탁 1[주식-파생형]C,1446.15,20061101,인덱스주식코스피200,국내주식형,0,3,다소 높은 위험,브이아이자산운용
KR5237937622,한화한국오퍼튜니티증권자투자신탁(주식)UA클래스,1209.72,20070627,액티브주식일반,국내주식형,2,2,높은 위험,한화자산운용
KR5206509881,키움KRX100인덱스증권투자신탁 1[주식]C-W,1535.72,20050908,인덱스주식기타,국내주식형,0,2,높은 위험,키움투자자산운용
KR5301962696,미래에셋성장유망중소형주증권자투자신탁 1(주식)종류C3,1223.24,20050126,액티브주식중소형,국내주식형,0,2,높은 위험,미래에셋자산운용
KR5101964223,한국투자롱텀밸류증권자투자신탁 1(주식)(C3),1240.34,20051025,액티브주식일반,국내주식형,0,2,높은 위험,한국투자신탁운용
KR5229AX3622,이스트스프링코리아리더스증권자투자신탁[주식]클래스C-W,1223.71,20150106,액티브주식일반,국내주식형,0,2,높은 위험,이스트스프링자산운용
KR5104963222,브이아이지주회사플러스증권자투자신탁1[주식]C4,1257.85,20070115,액티브주식일반,국내주식형,0,2,높은 위험,브이아이자산운용
K55210DB2139,신한아름다운SRI그린뉴딜증권자투자신탁 1[주식](종류A1),1040.38,20201014,액티브주식테마,국내주식형,123,2,높은 위험,신한자산운용
KR5103972976,한화2.2배레버리지인덱스증권투자신탁(주식-파생재간접형)종류A,1139.74,20101229,인덱스주식기타,국내주식형,264,1,매우 높은 위험,한화자산운용
KR5303AU0430,마이다스미소중소형주증권자투자신탁(주식)C-Pe,1419.56,20150212,액티브주식중소형,국내주식형,23,2,높은 위험,마이다스에셋자산운용
KR5233933682,칸서스뫼비우스200인덱스증권투자신탁 1(주식-파생형),1652.27,20090407,인덱스주식코스피200,국내주식형,20,3,다소 높은 위험,칸서스자산운용
KR5363A29352,트러스톤ESG제갈공명증권투자신탁[주식]C4클래스,1270.39,20110502,액티브주식일반,국내주식형,35,2,높은 위험,트러스톤자산운용
K55216B36839,DB바이오헬스케어증권자투자신탁 1[주식]ClassS-P,1043.52,20150609,액티브주식섹터,국내주식형,12,2,높은 위험,디비자산운용
K55234BY3779,IBK밸류코리아증권자투자신탁 1[주식]종류C-Re,1355.86,20180813,액티브주식일반,국내주식형,23,3,다소 높은 위험,아이비케이자산운용
KR5234AP2866,IBK2.0배레버리지인덱스증권투자신탁 [주식-파생],1760.64,20140313,인덱스주식기타,국내주식형,212,1,매우 높은 위험,아이비케이자산운용
KR5107675799,우리라이징코리아증권자투자신탁 1(주식)ClassC,1197.87,20070412,액티브주식일반,국내주식형,8,2,높은 위험,우리자산운용
KR5301985382,미래에셋우리아이3억만들기증권자투자신탁G 1(주식)종류C2,1210.98,20050401,액티브주식일반,국내주식형,1,3,다소 높은 위험,미래에셋자산운용
K5M303CH8094,마이다스액티브가치증권투자회사(주식)C-Pe2,1038.32,20190128,액티브주식일반,국내주식형,112,3,다소 높은 위험,마이다스에셋자산운용
K55232C99584,NH-Amundi필승코리아증권투자신탁[주식]ClassC-P2e(퇴직연금),2431.23,20190826,액티브주식일반,국내주식형,155,2,높은 위험,엔에이치아문디자산운용
KR5225735913,미래에셋코스피200인덱스증권자투자신탁 1(주식)종류C-e,1507.38,20060215,인덱스주식코스피200,국내주식형,202,3,다소 높은 위험,미래에셋자산운용
K55210DT4192,신한코리아인덱스증권투자신탁[주식-파생형](종류직판),1017.21,20220526,인덱스주식코스피200,국내주식형,920,2,높은 위험,신한자산운용
KR5206A31680,키움차세대모빌리티증권자투자신탁 1[주식]C3,1171.01,20110523,액티브주식테마,국내주식형,60,2,높은 위험,키움투자자산운용
K55206CJ2971,키움KOSEF코스닥150증권상장지수투자신탁[주식],7024.34,20190121,인덱스주식기타,국내주식형,123,1,매우 높은 위험,키움투자자산운용
KR5207926597,교보악사파워인덱스증권자투자신탁 1[주식]Class C 2,1538.37,20081219,인덱스주식코스피200,국내주식형,4,2,높은 위험,교보악사자산운용
K55205BI9961,미래에셋차세대Fun인덱스증권자투자신탁[주식]종류Crp,1516.76,20161118,인덱스주식코스피200,국내주식형,3,3,다소 높은 위험,미래에셋자산운용
K55363DD7867,트러스톤ESG지배구조레벨업증권자투자신탁[주식],1128.75,20210129,액티브주식테마,국내주식형,307,2,높은 위험,트러스톤자산운용
KR5105A40065,삼성코리아집중분할매수증권투자신탁 1[주식혼합]_A,1175.46,20110609,액티브주식일반,국내주식형,3,2,높은 위험,삼성액티브자산운용
KR5228888446,우리코리아ESG증권자투자신탁[주식](운용),945.51,20081029,액티브주식테마,국내주식형,112,2,높은 위험,우리자산운용
KR5301AR0247,미래에셋마켓플러스증권자투자신탁 3 (주식)종류S,1427.73,20140422,액티브주식일반,국내주식형,0,2,높은 위험,미래에셋자산운용
KR5104A76401,브이아이혁신기업투자증권투자신탁 1[주식]C-E,1423.63,20140114,액티브주식일반,국내주식형,1,3,다소 높은 위험,브이아이자산운용
KR5307810675,유리KOSPI200인덱스증권자투자신탁[주식-파생형]운용,1552.01,20060828,인덱스주식코스피200,국내주식형,474,2,높은 위험,유리자산운용
KR5104AR5187,브이아이코리아통일르네상스증권자투자신탁[주식]S,1355.08,20140515,액티브주식테마,국내주식형,1,2,높은 위험,브이아이자산운용
K55234BX9892,IBK퇴직연금한국대표증권자투자신탁[주식]종류C-e,1402.01,20171211,액티브주식일반,국내주식형,59,3,다소 높은 위험,아이비케이자산운용
KR5216AO2364,DB바이오헬스케어증권자투자신탁 1[주식]ClassC-W,1049.81,20160314,액티브주식섹터,국내주식형,0,2,높은 위험,디비자산운용
KR5225965825,미래에셋마켓플러스증권자투자신탁 3 (주식)종류C4,1463.10,20071115,액티브주식일반,국내주식형,0,2,높은 위험,미래에셋자산운용
KR5216297881,DB진주찾기증권자투자신탁 2[주식]ClassA,932.41,20100915,액티브주식일반,국내주식형,24,2,높은 위험,디비자산운용
K55232BU5788,NH-Amundi4차산업혁명연금증권전환형자투자신탁[주식]C-P1,1267.46,20101004,액티브주식테마,국내주식형,37,3,다소 높은 위험,엔에이치아문디자산운용
K55307C01465,유리스몰뷰티v3목표전환형증권투자신탁[주식]C&#47;C,1001.35,20171130,액티브주식중소형,국내주식형,7,2,높은 위험,유리자산운용
KR5232AP1084,NH-Amundi장기성장대표기업증권자투자신탁2[주식]ClassS,1484.20,20140423,액티브주식일반,국내주식형,0,2,높은 위험,엔에이치아문디자산운용
KR5219412990,신한좋은아침희망증권자투자신탁 1[주식](종류),1097.22,20031231,액티브주식일반,국내주식형,240,2,높은 위험,신한자산운용
KR5234AH1785,IBK밸류코리아증권자투자신탁 5[주식]종류A,1664.74,20130418,액티브주식일반,국내주식형,0,2,높은 위험,아이비케이자산운용
K55102D42009,하나뉴딜임팩트증권모투자신탁[주식],1089.17,20201112,액티브주식일반,국내주식형,72,2,높은 위험,하나자산운용
K55210DS1520,신한얼리버드청년형소득공제장기증권자투자신탁[주식](종류A1),1176.89,20230322,액티브주식일반,국내주식형,0,2,높은 위험,신한자산운용
K55232DN6882,NH-AmundiHANAROFnK-메타버스MZ증권상장지수투자신탁(주식),7187.95,20211012,인덱스주식기타,국내주식형,75,2,높은 위험,엔에이치아문디자산운용
K55363DS2937,트러스톤ESG지배구조레벨업청년형소득공제장기증권자투자신탁[주식]Ce클래스,1111.25,20230329,액티브주식테마,국내주식형,0,2,높은 위험,트러스톤자산운용
K55306D97984,다올코리아AI테크중소형증권자투자신탁2[주식]종류S-P,1590.23,20200824,액티브주식일반,국내주식형,0,2,높은 위험,다올자산운용
KR5301985457,미래에셋우리아이세계로적립식증권투자신탁K-1(주식)종류C4,1201.24,20050422,액티브주식일반,국내주식형,2,1,매우 높은 위험,미래에셋자산운용
KR5207AU2482,교보악사파워인덱스증권투자신탁 1(주식-파생형)ClassCe,1430.31,20140804,인덱스주식코스피200,국내주식형,566,2,높은 위험,교보악사자산운용
KR5301535880,미래에셋디스커버리증권자투자신탁G1(주식),1406.30,20051230,액티브주식테마,국내주식형,23,3,다소 높은 위험,미래에셋자산운용
KR5209792021,신영장기주택마련배당증권자투자신탁(주식)A형,1254.49,20080201,액티브주식배당,국내주식형,0,4,보통 위험,신영자산운용
KR5212472405,파인만코리아국가대표증권자투자신탁7(주식),1615.32,20050117,액티브주식일반,국내주식형,0,2,높은 위험,파인만자산운용
KR5223278536,KB액티브배당증권자투자신탁(주식)C Class,1351.16,20100803,액티브주식배당,국내주식형,1,2,높은 위험,케이비자산운용
KR5205AQ0609,미래에셋코리아인덱스소득공제증권자투자신탁[주식]종류C,1511.78,20140317,인덱스주식코스피200,국내주식형,6,2,높은 위험,미래에셋자산운용
KR5223AB1180,KB스타코리아레버리지2.0증권투자신탁(주식-파생형)C-E 클래스,1489.89,20130425,인덱스주식기타,국내주식형,423,1,매우 높은 위험,케이비자산운용
K55105BV6805,삼성퇴직연금액티브증권자투자신탁 1[주식]Ce,1164.40,20170919,액티브주식일반,국내주식형,83,3,다소 높은 위험,삼성자산운용
K55223BP2916,KB스타한국인덱스증권자투자신탁(주식)C-G클래스,1250.80,20170830,인덱스주식코스피200,국내주식형,0,3,다소 높은 위험,케이비자산운용
K55223B75940,KB그로스포커스증권자투자신탁(주식)C-퇴직연금 클래스,1806.24,20151209,액티브주식일반,국내주식형,54,2,높은 위험,케이비자산운용
K55303BU3746,마이다스백년대계어린이적립식증권자투자신탁(주식)Ce,1559.57,20190627,액티브주식배당,국내주식형,1,3,다소 높은 위험,마이다스에셋자산운용
KR5232960025,NH-Amundi장기성장대표기업증권자투자신탁2[주식]ClassC5,1425.65,20030820,액티브주식일반,국내주식형,33,2,높은 위험,엔에이치아문디자산운용
KR5236A93182,한국밸류10년투자100세행복증권자투자신탁(주식)(C),1178.15,20120327,액티브주식일반,국내주식형,2,2,높은 위험,한국투자밸류자산운용
K55240C31150,BNK이기는증권투자신탁 1(주식)ClassC-P2,1254.38,20180308,액티브주식일반,국내주식형,2,2,높은 위험,비엔케이자산운용
KR5103973040,한화2.2배레버리지인덱스증권투자신탁(주식-파생재간접형)종류C 2,1448.62,20101231,인덱스주식기타,국내주식형,0,1,매우 높은 위험,한화자산운용
KR5101314080,한국투자골드플랜연금증권전환형투자신탁 1(주식),1064.14,20010131,액티브주식일반,국내주식형,"2,734",3,다소 높은 위험,한국투자신탁운용
KR5213A90245,한화2.2배레버리지인덱스증권투자신탁(주식-파생재간접형)종류A-u2,1377.17,20101224,인덱스주식기타,국내주식형,23,1,매우 높은 위험,한화자산운용
KR5104809755,브이아이퇴직연금굿초이스증권자투자신탁1[주식],1398.90,20080401,액티브주식일반,국내주식형,3,3,다소 높은 위험,브이아이자산운용
KR5239A13739,현대인베스트먼트하이킥중소형증권자투자신탁 1(주식)C-e,1070.85,20110404,액티브주식중소형,국내주식형,17,2,높은 위험,현대인베스트먼트자산운용
KR5210963991,신한엄마사랑어린이적립식증권자투자신탁 1[주식](종류C3),1212.81,20050503,액티브주식일반,국내주식형,1,2,높은 위험,신한자산운용
K553N9BU5635,삼성ESG착한책임투자증권투자신탁 1[주식]_C-Pe,1294.33,20170824,액티브주식테마,국내주식형,2,2,높은 위험,삼성액티브자산운용
K55373C64606,현대코스닥벤처증권투자신탁 1[주식혼합]종류C-e,1750.35,20180405,액티브주식중소형,국내주식형,3,2,높은 위험,현대자산운용
KR5302731736,베어링밸류스타일증권자투자신탁(주식)ClassE,1558.01,20070831,액티브주식일반,국내주식형,2,3,다소 높은 위험,베어링자산운용
KR5223AB1073,KB스타코리아레버리지2.0증권투자신탁(주식-파생형)A-E 클래스,1485.08,20130425,인덱스주식기타,국내주식형,125,1,매우 높은 위험,케이비자산운용
K55212B70878,파인만뉴그로쓰증권자투자신탁 1(주식)종류C-p,1590.29,20160203,액티브주식중소형,국내주식형,5,2,높은 위험,파인만자산운용
KR5101964470,한국투자ESG증권투자신탁 1(주식)(C4),861.31,20080818,액티브주식일반,국내주식형,1,2,높은 위험,한국투자신탁운용
