fund_code,fund_name,hashtag,std_price,set_date,fund_type,fund_type_detail,set_amount,company_name,risk_grade,risk_grade_txt,drv_nav,bond,bond_foreign,stock,stock_foreign,investment,etc,return_1m,return_3m,return_6m,return_1y,return_3y,return_5y,return_idx,return_ytd,arima_price,arima_update,arima_percent,stock_ratio,bond_ratio
K55210CE5155,신한H2O글로벌본드증권투자신탁(USD)[채권혼합-파생재간접형](종류C-e),#해외채권형#외화기준가제공펀드#글로벌,17340.3,2018-10-31,글로벌채권,해외채권형,0,신한자산운용,3,다소 높은 위험,12.49,0,0,0,0.00,93.05,6.95,-0.88,1.22,5.77,14.36,20.95,33.54,52.16,6.1,17521.320384975304,2024-06-20,1.5,,
K55210CF1963,신한H2O글로벌본드증권투자신탁(UH)[채권혼합-파생재간접형](종류C-r),#해외채권형#퇴직연금#글로벌,1553.29,2018-11-30,글로벌채권,해외채권형,3,신한자산운용,2,높은 위험,44.56,0,0,0,0.00,94.8,5.2,-0.94,1.05,5.56,14.25,20.37,34.62,55.33,5.88,1567.6249726250066,2024-06-20,1.38,,
K55210CF1971,신한H2O글로벌본드증권투자신탁(UH)[채권혼합-파생재간접형](종류C-re),#해외채권형#퇴직연금#글로벌,1568.41,2018-11-29,글로벌채권,해외채권형,9,신한자산운용,2,높은 위험,44.56,0,0,0,0.00,94.8,5.2,-0.91,1.13,5.72,14.6,21.49,36.71,56.84,6.03,1583.4674823417413,2024-06-20,1.42,,
K55213BH1688,한화ARIRANG200선물레버리지증권상장지수투자신탁(주식-파생형),#국내주식형#ETF(국내주식)#레버리지#레버리지,37438.9,2016-09-27,인덱스주식기타,국내주식형,50,한화자산운용,1,매우 높은 위험,93.6,0,0,0,0.00,34,66,3.15,7.9,18.65,15.93,-28.34,71.97,87.19,7.16,39881.006971795854,2024-06-20,3.2,,
K55213BN6671,한화베트남레전드증권모투자신탁(주식),#해외주식형#모펀드,1965.71,2017-06-07,신흥아시아주식,해외주식형,53,한화자산운용,2,높은 위험,104.5,0,0,0,76.10,13.22,10.68,3.2,4.19,23.72,26.21,24.72,76.29,113.21,21.9,2066.514953231692,2024-06-20,5.04,100,0
K55213BO0624,한화베트남레전드증권자투자신탁(주식),#해외주식형#베트남,1937.85,2017-06-07,베트남주식,해외주식형,55,한화자산운용,2,높은 위험,106.65,0,0,0,74.42,12.93,12.65,3.14,4.12,23.18,25.64,24.4,74.64,110.51,21.4,2035.2715464668843,2024-06-20,4.94,100,0
K55213BU6698,한화글로벌헬스케어증권자투자신탁(주식)종류RPe(퇴직연금),#해외주식형#퇴직연금#헬스케어#글로벌,1508.55,2017-08-08,헬스케어섹터,해외주식형,145,한화자산운용,3,다소 높은 위험,851.58,0,0,0,91.67,0.36,7.97,-0.12,-0.19,6.02,0.11,-1.22,49,56.09,3.64,1522.148947368421,2024-06-20,0.92,100,0
K55213BX8006,한화ARIRANG주도업종증권상장지수투자신탁(주식),#국내주식형#ETF(국내주식)#MKF펀드#투자전략,10958.2,2017-10-16,인덱스주식섹터,국내주식형,54,한화자산운용,2,높은 위험,60.27,0,0,97.98,0.00,0,2.02,3.86,8.08,22.82,21.38,-6.02,55.06,23.37,18.41,11595.818412542676,2024-06-20,3.77,100,0
K55213BZ0712,한화배당성장인덱스증권모투자신탁(주식),#국내주식형#모펀드#배당주펀드,1151.51,2017-11-24,인덱스주식섹터,국내주식형,53,한화자산운용,3,다소 높은 위험,60.48,0,0,93.3,0.00,1.11,5.59,-1.68,-0.59,9.95,18.04,18.24,63.47,42.47,7.34,1181.4023220515994,2024-06-20,1.88,100,0
K55213C03586,한화ARIRANG미국나스닥테크증권상장지수투자신탁(주식),#해외주식형#ETF(해외주식)#해외지수#북미,35580,2017-12-12,정보기술섹터,해외주식형,85,한화자산운용,2,높은 위험,302.43,0,0,0,99.64,0,0.36,6.02,10.77,21.74,44.17,61.07,190.65,255.8,20.42,37483.13640166023,2024-06-20,4.97,100,0
K55213C44705,한화ARIRANGKRX300증권상장지수투자신탁(주식),#국내주식형#ETF(국내주식)#KRX300,18052.9,2018-03-23,인덱스주식KRX300,국내주식형,15,한화자산운용,2,높은 위험,18.05,0,0,97.36,0.00,0,2.64,2.23,4.6,11.73,12.14,-5.36,55.38,36.77,6.7,18641.4666813685,2024-06-20,1.98,100,0
K55214BC6533,유진챔피언단기채증권자투자신탁(채권) ClassS,#국내채권형#S클래스,1092.47,2016-05-09,초단기채권,국내채권형,63,유진자산운용,6,매우 낮은 위험,16965.9,34.78,0,0,0.00,0.47,64.75,0.43,1.17,2.36,4.89,10.37,13.91,22.03,2.14,1098.9960842755513,2024-06-20,0.56,0,100
K55214BC6558,유진챔피언단기채증권자투자신탁(채권) ClassS-P,#국내채권형#연금저축#S클래스,1086.68,2016-05-09,초단기채권,국내채권형,34,유진자산운용,6,매우 낮은 위험,16965.9,34.78,0,0,0.00,0.47,64.75,0.43,1.18,2.37,4.91,10.44,14.02,22.21,2.15,1093.189793506307,2024-06-20,0.56,0,100
K55214BH2149,유진챔피언단기채증권자투자신탁(채권)ClassC-I,#국내채권형,1113.34,2017-02-20,초단기채권,국내채권형,85,유진자산운용,6,매우 낮은 위험,16965.9,34.78,0,0,0.00,0.47,64.75,0.43,1.17,2.35,4.89,10.59,14.11,20.32,2.13,1119.971899485123,2024-06-20,0.56,0,100
K55214BU9535,유진챔피언단기채증권자투자신탁(채권) Class C-Pe2,#국내채권형#퇴직연금,1054.23,2017-08-17,초단기채권,국내채권형,1488,유진자산운용,6,매우 낮은 위험,16965.9,34.78,0,0,0.00,0.47,64.75,0.43,1.17,2.35,4.86,10.29,13.77,18.64,2.13,1060.4939713627632,2024-06-20,0.56,0,100
K55214C96786,유진챔피언뉴이코노미4.0증권모투자신탁[주식],#해외주식형#모펀드,3100.45,2018-07-02,북미주식,해외주식형,35,유진자산운용,2,높은 위험,109.49,0,0,0,79.35,17.55,3.1,12.82,19.4,37.04,53.31,87.15,186.87,226.68,35.68,3329.5222019609696,2024-06-20,6.98,100,0
K55214CA1220,유진챔피언뉴이코노미4.0증권자투자신탁(H)[주식],#해외주식형#IT펀드#로보어드바이저#북미,2211.84,2018-07-02,정보기술섹터,해외주식형,50,유진자산운용,2,높은 위험,111.28,0,0,0,75.69,16.74,7.57,10.46,14.64,27.09,38.53,46.03,118.45,131.34,25.07,2335.1641233994615,2024-06-20,5.24,100,0
K55214CD4692,유진챔피언ESG중기채증권모투자신탁(채권),#국내채권형#모펀드#SRI펀드,1066.28,2018-08-22,일반채권,국내채권형,1720,유진자산운용,5,낮은 위험,1834.09,118.29,0,0,0.00,0,0,0.64,1.55,2.92,6.1,10.13,14.72,18.53,2.59,1074.4778876489104,2024-06-20,0.68,0,100
K55214CD4700,유진챔피언중단기채증권자투자신탁(채권),#국내채권형#SRI펀드,1067.99,2018-08-22,일반채권,국내채권형,1919,유진자산운용,5,낮은 위험,2049.95,58.28,0,0,0.00,0.06,41.66,0.61,1.51,2.86,5.95,10.53,14.9,18.09,2.54,1075.986312841841,2024-06-20,0.67,0,100
K55214CD4759,유진챔피언중단기채증권자투자신탁(채권)ClassC-F,#국내채권형#SRI펀드,1073.25,2018-08-22,일반채권,국내채권형,157,유진자산운용,5,낮은 위험,2049.54,58.28,0,0,0.00,0.06,41.66,0.6,1.47,2.79,5.81,10.08,14.12,17.15,2.48,1081.1094592711227,2024-06-20,0.66,0,100
K55216B36839,DB바이오헬스케어증권자투자신탁 1[주식]ClassS-P,#국내주식형#연금저축#S클래스#헬스케어,1045.08,2015-06-09,액티브주식섹터,국내주식형,12,디비자산운용,2,높은 위험,1131.85,0,0,96.6,0.00,0,3.4,0.22,0.8,19.96,25.36,-4.98,27.92,27.93,8.48,1070.5236842105235,2024-06-20,2.13,100,0
K55216B39106,DB바이오헬스케어증권자투자신탁 1[주식]ClassC-P,#국내주식형#연금저축#헬스케어,1030.55,2015-06-29,액티브주식섹터,국내주식형,34,디비자산운용,2,높은 위험,1131.85,0,0,96.6,0.00,0,3.4,0.18,0.67,19.65,24.71,-6.5,24.55,5.7,8.21,1055.0021052631575,2024-06-20,2.07,100,0
K55216B39114,DB바이오헬스케어증권자투자신탁 1[주식]ClassC-P2,#국내주식형#퇴직연금#헬스케어,1029.19,2015-12-02,액티브주식섹터,국내주식형,23,디비자산운용,2,높은 위험,1131.85,0,0,96.6,0.00,0,3.4,0.17,0.66,19.62,24.64,-6.64,24.24,14.71,8.19,1053.5552631578944,2024-06-20,2.06,100,0
K55216BG5117,DB바이오헬스케어증권자투자신탁 1[주식]ClassA-E,#국내주식형#헬스케어,1043.98,2016-08-31,액티브주식섹터,국내주식형,75,디비자산운용,2,높은 위험,1131.85,0,0,96.6,0.00,0,3.4,0.22,0.8,19.94,25.32,-5.1,27.66,28.92,8.46,1069.3426315789468,2024-06-20,2.13,100,0
K55216BJ5809,DB뉴욕라이프글로벌자산관리EMP증권자투자신탁(UH)[주식혼합-재간접형]종류A,#해외혼합형#글로벌,1372.56,2019-06-10,해외자산배분,해외혼합형,0,디비자산운용,2,높은 위험,3.26,0,0,0,0.00,83.22,16.78,1.77,4.72,6.26,6.72,17.01,43.75,45.19,5.97,1390.4385562447937,2024-06-20,0.84,,
K55216BJ5940,DB뉴욕라이프글로벌자산관리EMP증권자투자신탁(UH)[주식혼합-재간접형]_운용,#해외혼합형#글로벌,1375.4,2019-06-10,해외자산배분,해외혼합형,2,디비자산운용,2,높은 위험,3.26,0,0,0,0.00,83.22,16.78,1.88,5.06,6.99,8.22,22.1,54.27,55.86,6.63,1392.3295149096489,2024-06-20,0.76,,
K55216BJ6294,DB뉴욕라이프글로벌자산관리EMP증권자투자신탁(UH)[주식혼합-재간접형]종류C,#해외혼합형#글로벌,1372.57,2019-06-10,해외자산배분,해외혼합형,1,디비자산운용,2,높은 위험,3.26,0,0,0,0.00,83.22,16.78,1.73,4.6,6.07,6.37,16.18,42.86,44.28,5.79,1392.233030592651,2024-06-20,0.97,,
K55216BP5421,DB바이오헬스케어증권자투자신탁 1[주식]ClassC&#47;A-G,#국내주식형#헬스케어,990.58,2018-04-05,액티브주식섹터,국내주식형,0,디비자산운용,2,높은 위험,1131.85,0,0,96.6,0.00,0,3.4,0.21,0.77,19.87,25.18,-5.4,26.99,-0.94,8.41,1014.5347368421046,2024-06-20,2.11,100,0
K55216BR3911,DB글로벌차세대모빌리티증권모투자신탁[주식],#해외주식형#모펀드,2537.16,2017-06-23,글로벌주식,해외주식형,309,디비자산운용,2,높은 위험,784.16,0,0,0.28,88.67,2.45,8.6,7.8,12.27,26.34,33.41,38.03,154.45,167.62,24.7,2692.56341385409,2024-06-20,5.07,100,0
K55216BR4000,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]운용,#해외주식형#IT펀드#글로벌,2422.82,2017-06-23,정보기술섹터,해외주식형,55,디비자산운용,2,높은 위험,134.09,0,0,0.25,81.70,2.26,15.79,7.41,11.66,24.96,31.75,36.51,144.53,155.65,23.41,2564.623842677507,2024-06-20,4.86,100,0
K55216BR4018,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;A,#해외주식형#IT펀드#글로벌,2271.84,2017-06-23,정보기술섹터,해외주식형,15,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.29,11.23,23.97,29.61,29.8,124.8,127.18,22.51,2401.226579141607,2024-06-20,4.7,100,0
K55216BR4026,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;A-E,#해외주식형#IT펀드#글로벌,2328.18,2017-06-28,정보기술섹터,해외주식형,9,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.31,11.31,24.18,30.05,31.16,128.78,132.82,22.7,2461.5381435218746,2024-06-20,4.74,100,0
K55216BR4034,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;C,#해외주식형#IT펀드#글로벌,2225.02,2017-06-23,정보기술섹터,해외주식형,15,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.26,11.15,23.8,29.24,28.66,121.5,122.5,22.36,2351.1126384309123,2024-06-20,4.68,100,0
K55216BR4042,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;C-E,#해외주식형#IT펀드#글로벌,2303.87,2017-06-28,정보기술섹터,해외주식형,7,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.3,11.28,24.09,29.86,30.58,127.06,130.39,22.62,2435.518472686761,2024-06-20,4.72,100,0
K55216BR7300,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]운용,#해외주식형#글로벌,2004.22,2017-07-03,산업재섹터,해외주식형,6,디비자산운용,2,높은 위험,12.65,0,0,1.13,86.51,0,12.36,0.19,2.52,11.95,10.41,15.23,80.22,106.31,10.31,2081.211052631577,2024-06-20,2.72,100,0
K55216BR7318,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]C&#47;A,#해외주식형#글로벌,1885.79,2017-07-03,산업재섹터,해외주식형,1,디비자산운용,2,높은 위험,12.61,0,0,1.13,86.51,0,12.36,0.08,2.2,11.25,9.01,10.84,68.94,88.58,9.67,1955.5921052631597,2024-06-20,2.58,100,0
K55216BR7334,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]C&#47;A-E,#해외주식형#글로벌,1925.34,2017-07-03,산업재섹터,해외주식형,1,디비자산운용,2,높은 위험,12.61,0,0,1.13,86.51,0,12.36,0.11,2.27,11.41,9.33,11.84,71.47,92.53,9.82,1997.2168421052615,2024-06-20,2.61,100,0
K55216BR7367,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]C&#47;C,#해외주식형#글로벌,1828.7,2017-07-03,산업재섹터,해외주식형,0,디비자산운용,2,높은 위험,12.61,0,0,1.13,86.51,0,12.36,0.05,2.09,11.01,8.53,9.37,65.2,82.87,9.45,1895.5010526315784,2024-06-20,2.53,100,0
K55216BR7375,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]C&#47;C-E,#해외주식형#글로벌,1892.77,2017-07-03,산업재섹터,해외주식형,0,디비자산운용,2,높은 위험,12.61,0,0,1.13,86.51,0,12.36,0.09,2.21,11.28,9.06,11.01,69.36,89.28,9.7,1962.9363157894727,2024-06-20,2.59,100,0
K55216BS1492,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]C&#47;S,#해외주식형#S클래스#글로벌,1931.45,2017-07-03,산업재섹터,해외주식형,1,디비자산운용,2,높은 위험,12.61,0,0,1.13,86.51,0,12.36,0.11,2.29,11.44,9.38,12.01,71.9,93.15,9.84,2003.6678947368446,2024-06-20,2.62,100,0
K55216BS7606,DB정통크레딧증권자투자신탁[채권]운용,#국내채권형,1056.16,2017-07-19,일반채권,국내채권형,395,디비자산운용,5,낮은 위험,417.59,62.8,0,0,0.00,0,37.2,0.56,1.72,3.07,6.03,10.09,15.16,22.2,2.79,1064.3874921140743,2024-06-20,0.72,0,100
K55216BS7663,DB정통크레딧증권자투자신탁[채권]종류C-F,#국내채권형,1054.78,2017-07-19,일반채권,국내채권형,370,디비자산운용,5,낮은 위험,417.49,62.8,0,0,0.00,0,37.2,0.55,1.68,2.99,5.88,9.62,14.35,21,2.72,1062.8295211042143,2024-06-20,0.71,0,100
K55216BT3844,DB바이오헬스케어증권자투자신탁 1[주식]ClassC-PE,#국내주식형#연금저축#헬스케어,1040.84,2017-09-27,액티브주식섹터,국내주식형,41,디비자산운용,2,높은 위험,1131.85,0,0,96.6,0.00,0,3.4,0.21,0.77,19.87,25.17,-5.43,26.92,45.89,8.41,1065.992631578947,2024-06-20,2.11,100,0
K55216BT3877,DB바이오헬스케어증권자투자신탁 1[주식]ClassC-P2E,#국내주식형#퇴직연금#헬스케어,1040.15,2017-09-01,액티브주식섹터,국내주식형,251,디비자산운용,2,높은 위험,1131.85,0,0,96.6,0.00,0,3.4,0.2,0.76,19.85,25.14,-5.5,26.76,42.55,8.39,1065.260526315787,2024-06-20,2.11,100,0
K55216BX1487,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]C&#47;C-P,#해외주식형#연금저축#글로벌,1548.85,2018-01-24,산업재섹터,해외주식형,2,디비자산운용,2,높은 위험,12.61,0,0,1.13,86.51,0,12.36,0.06,2.14,11.12,8.74,10.02,66.84,54.89,9.55,1605.766842105261,2024-06-20,2.55,100,0
K55216BX1495,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]C&#47;C-PE,#해외주식형#연금저축#글로벌,1800.57,2018-02-13,산업재섹터,해외주식형,0,디비자산운용,2,높은 위험,12.61,0,0,1.13,86.51,0,12.36,0.1,2.24,11.33,9.17,11.35,70.24,81.27,9.75,1867.500526315788,2024-06-20,2.6,100,0
K55216BY4779,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;C-P,#해외주식형#연금저축#IT펀드#글로벌,2009.02,2018-03-15,정보기술섹터,해외주식형,1,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.29,11.23,23.99,29.65,29.93,125.16,100.9,22.53,2123.4911771747193,2024-06-20,4.71,100,0
K55216BY4803,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;C-PE,#해외주식형#연금저축#IT펀드#글로벌,2092.56,2018-03-06,정보기술섹터,해외주식형,7,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.31,11.32,24.19,30.07,31.23,129.01,110.41,22.71,2212.453563784811,2024-06-20,4.74,100,0
K55216BY4811,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;C-P2,#해외주식형#퇴직연금#IT펀드#글로벌,2298.68,2019-04-02,정보기술섹터,해외주식형,0,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.29,11.22,23.96,29.59,29.74,124.61,131.33,22.5,2429.568880129507,2024-06-20,4.7,100,0
K55216BY4837,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;C-P2E,#해외주식형#퇴직연금#IT펀드#글로벌,2061.83,2018-02-26,정보기술섹터,해외주식형,4,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.31,11.31,24.17,30.03,31.12,128.71,107.14,22.69,2179.924675838016,2024-06-20,4.74,100,0
K55216C14354,DB글로벌로보틱스인덱스증권자투자신탁(UH)[주식]C&#47;S-P,#해외주식형#연금저축#S클래스#글로벌,1709.83,2018-01-09,산업재섹터,해외주식형,0,디비자산운용,2,높은 위험,12.61,0,0,1.13,86.51,0,12.36,0.12,2.3,11.46,9.43,12.15,72.25,70.98,9.86,1773.8384210526297,2024-06-20,2.62,100,0
K55216C54087,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;S,#해외주식형#S클래스#IT펀드#글로벌,2108.55,2018-04-18,정보기술섹터,해외주식형,1,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.31,11.32,24.18,30.06,31.2,128.95,112.64,22.7,2229.349098584101,2024-06-20,4.74,100,0
K55216C54095,DB글로벌차세대모빌리티증권자투자신탁(UH)[주식]C&#47;S-P,#해외주식형#연금저축#S클래스#IT펀드#글로벌,2044.1,2018-03-14,정보기술섹터,해외주식형,1,디비자산운용,2,높은 위험,133.61,0,0,0.25,81.70,2.26,15.79,7.32,11.35,24.26,30.24,31.75,130.52,105.03,22.78,2161.4800684443157,2024-06-20,4.75,100,0
K55216CI0081,DB정통크레딧증권모투자신탁[채권],#국내채권형#모펀드,1039.93,2018-11-27,일반채권,국내채권형,413,디비자산운용,5,낮은 위험,429.68,121.13,0,0,0.00,0,0,0.56,1.73,3.09,6.06,10.13,15.26,17.63,2.8,1048.0879266797667,2024-06-20,0.73,0,100
K55217B26689,우리연금재팬증권자투자신탁(주식),#해외주식형#연금저축#일본,1451.52,2015-05-22,일본주식,해외주식형,20,우리자산운용,2,높은 위험,28.36,0,0,0,88.72,0,11.28,-0.25,2.73,20.5,24.76,47.27,97.11,81.48,18.78,1516.6698129378383,2024-06-20,3.95,100,0
K55223B30127,KB스타재팬인덱스증권자투자신탁(주식-파생형) A-E 클래스,#해외주식형#일본,2031.77,2015-05-26,일본주식,해외주식형,11,케이비자산운용,2,높은 위험,389.63,0,0,0,0.00,13.27,86.73,-1.91,-0.45,17.29,17.72,39.44,93.15,103.18,15.09,2125.496315789473,2024-06-20,3.66,,
K55223B30135,KB스타유로인덱스증권자투자신탁(주식-파생형)A-E,#해외주식형#유럽,1700.06,2015-05-26,유럽주식,해외주식형,9,케이비자산운용,2,높은 위험,102.23,0,0,0,38.39,7.1,54.51,-3.31,-0.29,9,13.55,27.49,64.12,70.01,10.12,1747.9635116923716,2024-06-20,2.13,100,0
K55223B30168,KB러시아대표성장주증권자투자신탁(주식)A-E,#해외주식형#러시아,1055.3,2015-05-26,러시아주식,해외주식형,14,케이비자산운용,2,높은 위험,70.37,0,0,0,79.36,0,20.64,-2.21,5.26,13.01,21.8,-45.4,-27.9,5.53,9.51,1097.2789473684186,2024-06-20,2.6,100,0
K55223B76930,KB스타유로인덱스증권자투자신탁(주식-파생형)C-W,#해외주식형#유럽,2071.68,2016-03-16,유럽주식,해외주식형,0,케이비자산운용,2,높은 위험,102.23,0,0,0,38.39,7.1,54.51,-3.25,-0.17,9.19,13.88,28.3,65.73,107.17,10.31,2131.015469285644,2024-06-20,2.17,100,0
K55223BC6250,KB브라질증권자투자신탁(주식)A-E클래스,#해외주식형#브라질,1617.29,2016-04-08,브라질주식,해외주식형,16,케이비자산운용,1,매우 높은 위험,132.24,0,0,0,93.80,0,6.2,-12.39,-13.51,-13.23,-8.69,-18.04,-17.67,61.73,-16.6,1534.5684210526315,2024-06-20,-5.21,100,0
K55223BG9631,KB KBSTAR 200선물레버리지증권상장지수투자신탁(주식-파생형),#국내주식형#ETF(국내주식)#레버리지#레버리지,18602.9,2016-09-08,인덱스주식기타,국내주식형,100,케이비자산운용,1,매우 높은 위험,186.03,0,0,0,0.00,35.88,64.12,3.25,7.88,18.61,15.59,-29.26,70.08,86.03,7.16,19621.077873208316,2024-06-20,2.2,,
K55223BH0753,KB베트남포커스증권모투자신탁(주식),#해외주식형#모펀드#신흥아시아,2753.91,2016-08-26,신흥아시아주식,해외주식형,147,케이비자산운용,2,높은 위험,404.67,0,0,0,94.19,0,5.81,3.85,7.29,27.36,34.83,21.32,110.93,204.94,24.33,2926.6037242492544,2024-06-20,5.71,100,0
K55223BH3559,KBKBSTAR 헬스케어증권상장지수투자신탁(주식),#국내주식형#ETF(국내주식)#MKF펀드#헬스케어#의료,12463.1,2016-09-22,인덱스주식섹터,국내주식형,57,케이비자산운용,2,높은 위험,68.55,0,0,98.87,0.00,0,1.13,-4.89,-12,5.83,9.56,-22.86,24.73,22.7,-3.57,12410.3736842105,2024-06-20,-0.86,100,0
K55223BH6453,KB베트남포커스증권자투자신탁(주식)(H)(운용),#해외주식형#베트남,1834.88,2016-09-27,베트남주식,해외주식형,44,케이비자산운용,2,높은 위험,81.3,0,0,0,90.91,5.09,4,2.25,3.38,18.95,23.8,10.26,77.01,101.56,15.75,1918.5352180380742,2024-06-20,4.09,100,0
K55223BI4929,KB러시아대표성장주증권자투자신탁(주식)C-Pe클래스,#해외주식형#연금저축#러시아,944.39,2017-06-29,러시아주식,해외주식형,0,케이비자산운용,2,높은 위험,70.37,0,0,0,79.36,0,20.64,-2.21,5.27,13.04,21.85,-45.33,-27.76,-5.56,9.52,981.9947368421044,2024-06-20,2.61,100,0
K55223BI4945,KB러시아대표성장주증권자투자신탁(주식)S,#해외주식형#S클래스#러시아,1016.4,2016-10-28,러시아주식,해외주식형,2,케이비자산운용,2,높은 위험,70.37,0,0,0,79.36,0,20.64,-2.2,5.29,13.07,21.93,-45.21,-27.49,1.64,9.56,1056.953684210526,2024-06-20,2.61,100,0
K55223BI4952,KB러시아대표성장주증권자투자신탁(주식)S-P클래스,#해외주식형#연금저축#S클래스#러시아,839.77,2009-10-12,러시아주식,해외주식형,2,케이비자산운용,2,높은 위험,70.37,0,0,0,79.36,0,20.64,-2.2,5.31,13.11,22.02,-45.08,-27.22,-16.02,9.59,873.3378947368435,2024-06-20,2.62,100,0
K55223BI4960,KB러시아대표성장주증권자투자신탁(주식)C-퇴직,#해외주식형#퇴직연금#러시아,825.11,2018-11-01,러시아주식,해외주식형,0,케이비자산운용,2,높은 위험,70.37,0,0,0,79.36,0,20.64,-2.24,5.17,12.83,21.39,-45.98,-29.15,-17.49,9.34,857.6378947368408,2024-06-20,2.57,100,0
K55223BI4978,KB브라질증권자투자신탁(주식)C-P클래스,#해외주식형#연금저축#브라질,1021.68,2017-04-27,브라질주식,해외주식형,1,케이비자산운용,1,매우 높은 위험,132.24,0,0,0,93.80,0,6.2,-12.42,-13.6,-13.42,-9.07,-19.05,-19.37,2.17,-16.76,968.7605263157878,2024-06-20,-5.27,100,0
K55223BI4986,KB브라질증권자투자신탁(주식)C-Pe클래스,#해외주식형#연금저축#브라질,994.42,2017-08-23,브라질주식,해외주식형,6,케이비자산운용,2,높은 위험,132.24,0,0,0,93.80,0,6.2,-12.39,-13.5,-13.23,-8.68,-18.02,-17.62,-0.56,-16.59,943.5799999999994,2024-06-20,-5.2,100,0
K55223BI4994,KB브라질증권자투자신탁(주식)S클래스,#해외주식형#S클래스#브라질,1056.67,2016-10-27,브라질주식,해외주식형,4,케이비자산운용,1,매우 높은 위험,132.24,0,0,0,93.80,0,6.2,-12.38,-13.49,-13.19,-8.61,-17.83,-17.31,5.67,-16.56,1002.7663157894722,2024-06-20,-5.19,100,0
K55223BI5009,KB브라질증권자투자신탁(주식)S-P클래스,#해외주식형#연금저축#S클래스#브라질,951.1,2017-10-10,브라질주식,해외주식형,5,케이비자산운용,1,매우 높은 위험,132.24,0,0,0,93.80,0,6.2,-12.37,-13.47,-13.16,-8.54,-17.66,-17.02,-4.89,-16.53,902.7089473684205,2024-06-20,-5.18,100,0
K55223BI5017,KB브라질증권자투자신탁(주식)C-퇴직연금클래스,#해외주식형#퇴직연금#브라질,833.62,2019-02-19,브라질주식,해외주식형,0,케이비자산운용,1,매우 높은 위험,132.24,0,0,0,93.80,0,6.2,-12.42,-13.59,-13.39,-9.02,-18.92,-19.14,-16.64,-16.74,790.5073684210523,2024-06-20,-5.26,100,0
K55223BM7066,KBKBSTAR고배당증권상장지수투자신탁(주식),#국내주식형#ETF(국내주식)#MKF펀드#배당주펀드#스타일,14084.4,2017-04-13,인덱스주식기타,국내주식형,306,케이비자산운용,2,높은 위험,429.58,0,0,98.9,0.00,0,1.1,1.43,2.85,18.17,25.16,22.41,73.79,78.64,12.71,14658.193762194262,2024-06-20,2.89,100,0
K55223BR5263,KBPIMCO글로벌인컴셀렉션증권자투자신탁(USD)(채권-재간접형)(운용),#해외채권형#외화기준가제공펀드#인컴#글로벌,17002.8,2017-06-27,글로벌채권,해외채권형,5,케이비자산운용,4,보통 위험,7.02,0,0,0,0.00,97.39,2.61,2.09,5.03,8.97,15.97,24.78,32.81,49.58,9.02,17383.380627586397,2024-06-20,1.97,,
K55223BR5271,KBPIMCO글로벌인컴셀렉션증권자투자신탁(USD)(채권-재간접형)A,#해외채권형#외화기준가제공펀드#인컴,16175.5,2017-06-27,글로벌채권,해외채권형,4,케이비자산운용,4,보통 위험,7.01,0,0,0,0.00,97.39,2.61,2.03,4.84,8.58,15.15,22.12,28.11,42.28,8.67,16523.614028826072,2024-06-20,1.88,,
K55223BR5289,KBPIMCO글로벌인컴셀렉션증권자투자신탁(USD)(채권-재간접형)A-E클래스,#해외채권형#외화기준가제공펀드#인컴,15753.4,2017-10-16,글로벌채권,해외채권형,0,케이비자산운용,4,보통 위험,7.01,0,0,0,0.00,97.39,2.61,2.06,4.91,8.71,15.41,22.9,29.74,39.68,8.79,16096.609796453842,2024-06-20,1.91,,
