"fund_code","stock","stock_foreign","bond","bond_foreign","investment","etc"
K55210B09094,0.0,88.22,0.0,0.0,1.7,10.08
K55210B09102,0.0,88.22,0.0,0.0,1.7,10.08
K55210B09441,0.0,81.06,0.0,0.0,2.64,16.3
K55210B09466,0.0,81.06,0.0,0.0,2.64,16.3
K55210B09474,0.0,81.06,0.0,0.0,2.64,16.3
K55210B09482,0.0,81.06,0.0,0.0,2.64,16.3
K55210B09516,0.0,81.06,0.0,0.0,2.64,16.3
K55210B09540,0.0,81.06,0.0,0.0,2.64,16.3
K55210B09557,0.0,81.06,0.0,0.0,2.64,16.3
K55210B09573,0.0,81.06,0.0,0.0,2.64,16.3
K55210B09607,0.0,81.06,0.0,0.0,2.64,16.3
K55210B13328,0.0,57.89,0.0,0.0,6.66,35.45
K55210B13336,91.33,0.0,0.0,0.0,0.0,8.67
K55210B13369,0.0,0.0,0.0,0.0,95.15,4.85
K55210B13377,0.0,0.0,0.0,0.0,95.15,4.85
K55210B13385,0.0,90.14,0.0,0.0,0.0,9.86
K55210B13393,0.0,67.72,0.0,0.0,4.96,27.32
K55210B13682,0.0,92.15,0.0,0.0,0.0,7.85
K55210B19721,0.0,87.44,0.0,0.0,1.69,10.87
K55210B19739,0.0,87.44,0.0,0.0,1.69,10.87
K55210B19747,0.0,87.44,0.0,0.0,1.69,10.87
K55210B19754,0.0,87.44,0.0,0.0,1.69,10.87
K55210B19812,0.0,87.44,0.0,0.0,1.69,10.87
K55210B19820,0.0,87.44,0.0,0.0,1.69,10.87
K55210B19838,0.0,88.44,0.0,0.0,1.71,9.85
K55210B19846,0.0,88.44,0.0,0.0,1.71,9.85
K55210B19853,0.0,88.44,0.0,0.0,1.71,9.85
K55210B19861,0.0,88.44,0.0,0.0,1.71,9.85
K55210B21701,0.0,0.0,0.0,0.0,0.0,100.0
K55210B33235,0.0,90.07,0.0,0.0,0.0,9.93
K55210B44992,0.0,0.0,0.0,0.0,95.85,4.15
K55210B48530,0.0,0.0,0.0,0.0,88.32,11.68
K55210B49876,0.0,0.0,0.0,0.0,88.32,11.68
K55210B51294,0.0,54.14,0.0,0.0,25.56,20.3
K55210B53415,0.0,90.48,0.0,0.0,0.0,9.52
K55210B53423,0.0,90.48,0.0,0.0,0.0,9.52
K55210B53431,0.0,90.48,0.0,0.0,0.0,9.52
K55210B53472,0.0,90.48,0.0,0.0,0.0,9.52
K55210B53480,0.0,90.48,0.0,0.0,0.0,9.52
K55210B54017,0.0,88.44,0.0,0.0,1.71,9.85
K55210B57705,0.0,0.0,0.0,0.0,95.21,4.79
K55210B57713,0.0,0.0,0.0,0.0,93.07,6.93
K55210B57721,0.0,0.0,0.0,0.0,96.2,3.8
K55210B57747,0.0,0.0,0.0,0.0,97.59,2.41
K55210B57788,0.0,0.0,0.0,0.0,95.82,4.18
K55210B57796,0.0,0.0,0.0,0.0,95.82,4.18
K55210B57804,0.0,0.0,0.0,0.0,95.82,4.18
K55210B57820,0.0,0.0,0.0,0.0,92.94,7.06
K55210B57838,0.0,0.0,0.0,0.0,92.94,7.06
K55210B57846,0.0,0.0,0.0,0.0,92.94,7.06
K55210B57861,0.0,0.0,0.0,0.0,93.47,6.53
K55210B57879,0.0,0.0,0.0,0.0,93.47,6.53
K55210B57887,0.0,0.0,0.0,0.0,93.47,6.53
K55210B57903,0.0,0.0,0.0,0.0,95.09,4.91
K55210B57911,0.0,0.0,0.0,0.0,95.09,4.91
K55210B57929,0.0,0.0,0.0,0.0,95.09,4.91
K55210B57945,0.0,0.0,0.0,0.0,95.85,4.15
K55210B68405,37.3,0.0,48.91,0.0,0.33,13.46
K55210B80483,0.0,0.0,0.0,0.0,93.22,6.78
K55210B80491,0.0,0.0,0.0,0.0,93.22,6.78
K55210B80509,0.0,0.0,0.0,0.0,93.22,6.78
K55210B80814,98.29,0.0,0.0,0.0,0.0,1.71
K55210B96455,0.0,0.0,88.8,0.0,0.0,11.2
K55210B96463,98.29,0.0,0.0,0.0,0.0,1.71
K55210B96471,98.29,0.0,0.0,0.0,0.0,1.71
K55210B97297,0.0,0.0,0.0,0.0,97.29,2.71
K55210B97305,0.0,0.0,0.0,0.0,93.17,6.83
K55210B97396,0.0,0.0,91.21,0.0,0.0,8.79
K55210B97404,0.0,0.0,91.21,0.0,0.0,8.79
K55210B97412,0.0,0.0,91.21,0.0,0.0,8.79
K55210B97420,0.0,0.0,91.21,0.0,0.0,8.79
K55210B97438,0.0,0.0,91.21,0.0,0.0,8.79
K55210B97461,0.0,0.0,91.22,0.0,0.0,8.78
K55210BA9814,0.0,57.84,0.0,0.0,6.65,35.51
K55210BB0465,0.0,57.84,0.0,0.0,6.65,35.51
K55210BB0473,0.0,57.84,0.0,0.0,6.65,35.51
K55210BB0978,0.0,89.34,0.0,0.0,0.0,10.66
K55210BB0986,0.0,67.01,0.0,0.0,4.9,28.09
K55210BB1000,0.0,89.34,0.0,0.0,0.0,10.66
K55210BB1059,0.0,89.33,0.0,0.0,0.0,10.67
K55210BB1067,0.0,89.34,0.0,0.0,0.0,10.66
K55210BB1539,0.0,67.01,0.0,0.0,4.9,28.09
K55210BB1547,0.0,67.01,0.0,0.0,4.9,28.09
K55210BB1554,0.0,67.01,0.0,0.0,4.9,28.09
K55210BB1596,0.0,67.01,0.0,0.0,4.9,28.09
K55210BB1604,0.0,67.01,0.0,0.0,4.9,28.09
K55210BB8260,28.5,0.0,48.2,0.0,18.87,4.43
K55210BB8328,28.5,0.0,48.2,0.0,18.87,4.43
K55210BB8336,28.5,0.0,48.2,0.0,18.87,4.43
K55210BB8344,28.5,0.0,48.2,0.0,18.87,4.43
K55210BB8351,28.5,0.0,48.2,0.0,18.87,4.43
K55210BB8377,28.5,0.0,48.2,0.0,18.87,4.43
K55210BB8385,28.5,0.0,48.2,0.0,18.87,4.43
K55210BC1900,0.0,0.0,0.0,0.0,90.74,9.26
K55210BD4333,28.5,0.0,48.2,0.0,18.87,4.43
K55210BE6907,28.5,0.0,48.2,0.0,18.87,4.43
K55210BE6915,28.5,0.0,48.2,0.0,18.87,4.43
K55210BG7754,27.34,0.0,46.25,0.0,18.11,8.3
K55210BJ6555,0.0,95.03,0.0,0.0,0.0,4.97
K55210BK8764,0.0,56.67,0.0,0.0,20.47,22.86
K55210BO8943,0.0,0.0,125.94,0.0,0.0,0.0
K55210BS1340,98.21,0.0,0.0,0.0,0.0,1.79
K55210BS1357,98.21,0.0,0.0,0.0,0.0,1.79
K55210BT6314,5.06,0.0,80.57,0.0,0.0,14.37
K55210BT6918,0.0,0.0,0.0,0.0,95.85,4.15
K55210BT7072,36.41,0.0,46.65,0.0,0.23,16.71
K55210BT7080,90.88,0.0,0.0,0.0,7.07,2.05
K55210BT7106,0.0,88.44,0.0,0.0,1.71,9.85
K55210BT7114,28.5,0.0,48.2,0.0,18.87,4.43
K55210BT7122,28.5,0.0,48.2,0.0,18.87,4.43
K55210BT8385,3.49,0.0,81.92,0.0,0.0,14.59
K55210BT8419,0.0,0.0,0.0,0.0,93.07,6.93
K55210BT8427,0.0,0.0,0.0,0.0,93.07,6.93
K55210BT8435,0.0,0.0,0.0,0.0,95.21,4.79
K55210BT8443,0.0,0.0,0.0,0.0,95.21,4.79
K55210BT8450,95.57,0.0,0.0,0.0,0.0,4.43
K55210BT8468,95.57,0.0,0.0,0.0,0.0,4.43
K55210BT8518,0.0,0.0,0.0,0.0,93.29,6.71
K55210BT8526,0.0,0.0,0.0,0.0,93.29,6.71
K55210BT8534,32.14,0.0,42.51,0.0,5.02,20.33
K55210BT8542,32.14,0.0,42.5,0.0,5.02,20.34
K55210BT8559,37.3,0.0,48.91,0.0,0.33,13.46
K55210BT8575,0.0,0.0,84.85,0.0,4.01,11.14
K55210BT8583,8.26,0.0,81.08,0.0,0.0,10.66
K55210BT8617,0.0,0.0,0.0,0.0,88.32,11.68
K55210BT8625,0.0,90.07,0.0,0.0,0.0,9.93
K55210BU1635,6.21,0.0,81.56,0.0,0.0,12.23
K55210BU1668,0.0,0.0,0.0,0.0,95.85,4.15
K55210BU1676,0.0,0.0,0.0,0.0,95.85,4.15
K55210BU1684,32.12,0.0,45.57,0.0,5.66,16.65
K55210BU1700,32.12,0.0,45.57,0.0,5.66,16.65
K55210BU1718,38.04,0.0,48.13,0.0,0.32,13.51
K55210BU1726,38.04,0.0,48.13,0.0,0.32,13.51
K55210BU1742,0.0,0.0,0.0,0.0,93.17,6.83
K55210BU1767,0.0,0.0,0.0,0.0,93.17,6.83
K55210BU1775,0.0,0.0,85.18,0.0,2.43,12.39
K55210BU1791,0.0,0.0,85.18,0.0,2.43,12.39
K55210BU1858,34.36,0.0,50.22,0.0,2.97,12.45
K55210BU1874,34.36,0.0,50.22,0.0,2.97,12.45
K55210BU1916,0.0,54.14,0.0,0.0,25.56,20.3
K55210BU1924,0.0,90.69,0.0,0.0,0.0,9.31
K55210BX0329,96.98,0.0,0.0,0.0,1.33,1.69
K55210C03889,8.91,0.0,87.47,0.0,0.0,3.62
K55210C15180,94.43,0.0,0.0,0.0,0.0,5.57
K55210C15206,94.43,0.0,0.0,0.0,0.0,5.57
K55210C17095,98.29,0.0,0.0,0.0,0.0,1.71
K55210C26005,94.43,0.0,0.0,0.0,0.0,5.57
K55210C26021,94.43,0.0,0.0,0.0,0.0,5.57
K55210C26039,94.43,0.0,0.0,0.0,0.0,5.57
K55210C26096,94.43,0.0,0.0,0.0,0.0,5.57
K55210C27995,96.69,0.0,0.0,0.0,0.0,3.31
K55210C28001,96.69,0.0,0.0,0.0,0.0,3.31
K55210C28019,96.69,0.0,0.0,0.0,0.0,3.31
K55210C33100,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33118,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33126,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33134,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33167,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33175,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33183,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33217,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33225,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33233,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33241,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33274,90.71,0.0,0.0,0.0,0.0,9.29
K55210C33282,90.71,0.0,0.0,0.0,0.0,9.29
K55210C43489,98.05,0.0,0.0,0.0,0.0,1.95
K55210C54247,96.65,0.0,0.0,0.0,0.0,3.35
K55210C54395,96.69,0.0,0.0,0.0,0.0,3.31
K55210C54403,96.69,0.0,0.0,0.0,0.0,3.31
K55210C54437,87.42,0.0,0.0,0.0,8.07,4.51
K55210C54452,87.42,0.0,0.0,0.0,8.07,4.51
K55210C78055,89.8,0.0,0.0,0.0,0.0,10.2
K55210C78063,89.8,0.0,0.0,0.0,0.0,10.2
K55210C78071,89.8,0.0,0.0,0.0,0.0,10.2
K55210C78139,89.8,0.0,0.0,0.0,0.0,10.2
K55210CB5851,98.29,0.0,0.0,0.0,0.0,1.71
K55210CB5992,0.0,0.0,0.0,0.0,88.36,11.64
K55210CB6826,98.29,0.0,0.0,0.0,0.0,1.71
K55210CC2741,0.0,56.67,0.0,0.0,20.47,22.86
K55210CC2758,0.0,56.67,0.0,0.0,20.47,22.86
K55210CC2766,0.0,56.67,0.0,0.0,20.47,22.86
K55210CE4828,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4836,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4844,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4869,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4877,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4901,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4919,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4935,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4943,0.0,0.0,0.0,0.0,93.85,6.15
K55210CE4950,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE4976,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE4984,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE5007,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE5015,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE5049,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE5056,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE5072,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE5080,0.0,0.0,0.0,0.0,94.21,5.79
K55210CE5098,0.0,0.0,0.0,0.0,94.39,5.61
K55210CE5106,0.0,0.0,0.0,0.0,94.39,5.61
K55210CE5122,0.0,0.0,0.0,0.0,94.39,5.61
K55210CE5148,0.0,0.0,0.0,0.0,94.39,5.61
K55210CE5155,0.0,0.0,0.0,0.0,94.39,5.61
K55210CF1948,0.0,0.0,0.0,0.0,93.85,6.15
K55210CF1955,0.0,0.0,0.0,0.0,93.85,6.15
K55210CF1963,0.0,0.0,0.0,0.0,94.21,5.79
K55210CF1971,0.0,0.0,0.0,0.0,94.21,5.79
K55210CF2045,95.16,0.0,0.0,0.0,3.53,1.31
K55210CI0327,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0335,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0343,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0368,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0376,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0400,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0418,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0426,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0434,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0467,32.62,0.0,69.15,0.0,0.0,0.0
K55210CI0475,32.62,0.0,69.15,0.0,0.0,0.0
K55210CO7449,91.33,0.0,0.0,0.0,0.0,8.67
K55210CO7456,91.33,0.0,0.0,0.0,0.0,8.67
K55210CO7464,91.33,0.0,0.0,0.0,0.0,8.67
K55210CS1968,0.0,57.89,0.0,0.0,6.66,35.45
K55210CU5908,0.0,0.0,108.96,0.0,1.05,0.0
K55210CV2227,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2235,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2243,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2268,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2276,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2300,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2318,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2326,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2334,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2342,0.0,0.0,0.0,0.0,91.65,8.35
K55210CV2383,0.0,0.0,0.0,0.0,90.24,9.76
K55210CV2433,0.0,0.0,0.0,0.0,90.24,9.76
K55210CV2474,0.0,0.0,0.0,0.0,90.24,9.76
K55210CV2508,0.0,0.0,0.0,0.0,90.24,9.76
K55210CV2516,0.0,0.0,0.0,0.0,90.24,9.76
K55210CV4470,0.0,0.0,86.25,0.0,0.83,12.92
K55210CV4496,0.0,0.0,86.25,0.0,0.83,12.92
K55210CY0913,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY0921,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY0939,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY0954,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY0962,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY0996,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY1002,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY1010,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY1028,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY1044,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY1051,24.92,0.0,66.36,0.0,2.03,6.69
K55210CY1069,24.92,0.0,66.36,0.0,2.03,6.69
K55210D07219,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07227,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07235,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07250,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07268,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07292,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07300,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07318,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07326,0.0,0.0,0.0,0.0,98.78,1.22
K55210D07334,0.0,0.0,0.0,0.0,98.78,1.22
K55210D09421,0.0,0.0,0.0,0.0,93.86,6.14
K55210D09439,0.0,0.0,0.0,0.0,94.21,5.79
K55210D13324,0.0,0.0,86.25,0.0,0.83,12.92
K55210D13332,0.0,0.0,86.25,0.0,0.83,12.92
K55210D13340,0.0,0.0,86.25,0.0,0.83,12.92
K55210D13357,0.0,0.0,86.25,0.0,0.83,12.92
K55210D14934,0.0,0.0,0.0,0.0,91.74,8.26
K55210D14942,0.0,0.0,0.0,0.0,87.11,12.89
K55210D14967,0.0,0.0,0.0,0.0,87.11,12.89
K55210D14975,0.0,0.0,0.0,0.0,87.11,12.89
K55210D15014,0.0,0.0,0.0,0.0,87.11,12.89
K55210D15022,0.0,0.0,0.0,0.0,87.11,12.89
K55210D15154,0.0,0.0,0.0,0.0,87.11,12.89
K55210D15162,0.0,0.0,0.0,0.0,87.11,12.89
K55210D15188,0.0,0.0,0.0,0.0,87.11,12.89
K55210D15204,0.0,0.0,0.0,0.0,85.66,14.34
K55210D15212,0.0,0.0,0.0,0.0,85.66,14.34
K55210D15238,0.0,0.0,0.0,0.0,85.66,14.34
K55210D15261,0.0,0.0,0.0,0.0,85.66,14.34
K55210D15279,0.0,0.0,0.0,0.0,85.66,14.34
K55210D15444,0.0,0.0,0.0,0.0,85.66,14.34
K55210D15451,0.0,0.0,0.0,0.0,85.66,14.34
K55210D15469,0.0,0.0,0.0,0.0,85.66,14.34
K55210D24107,0.0,90.14,0.0,0.0,0.0,9.86
K55210D24115,0.0,90.14,0.0,0.0,0.0,9.86
K55210D24123,0.0,90.14,0.0,0.0,0.0,9.86
K55210D24131,0.0,90.14,0.0,0.0,0.0,9.86
K55210D50631,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50649,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50656,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50672,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50680,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50722,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50730,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50748,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50755,0.0,70.3,23.23,0.0,0.0,6.47
K55210D50763,0.0,70.3,23.23,0.0,0.0,6.47
K55210D52413,95.58,0.0,0.0,0.0,0.0,4.42
K55210D52488,95.58,0.0,0.0,0.0,0.0,4.42
K55210D52504,95.58,0.0,0.0,0.0,0.0,4.42
K55210D52512,95.58,0.0,0.0,0.0,0.0,4.42
K55210D56182,0.0,0.0,96.91,0.0,0.0,3.09
K55210D94852,23.81,0.0,63.42,0.0,1.94,10.83
K55210DA0977,0.0,56.67,0.0,0.0,20.47,22.86
K55210DA0985,0.0,56.67,0.0,0.0,20.47,22.86
K55210DA7402,28.26,0.0,47.79,0.0,18.71,5.24
K55210DA7410,28.26,0.0,47.79,0.0,18.71,5.24
K55210DA7428,28.26,0.0,47.79,0.0,18.71,5.24
K55210DB1784,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2139,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2147,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2154,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2162,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2170,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2188,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2196,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2204,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2212,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB2220,98.72,0.0,0.0,0.0,0.0,1.28
K55210DB5124,28.26,0.0,47.79,0.0,18.71,5.24
K55210DB5132,28.26,0.0,47.79,0.0,18.71,5.24
K55210DB5165,28.26,0.0,47.79,0.0,18.71,5.24
K55210DB5181,28.26,0.0,47.79,0.0,18.71,5.24
K55210DB7351,97.13,0.0,0.0,0.0,0.0,2.87
K55210DB9001,97.37,0.0,0.0,0.0,0.0,2.63
K55210DD3119,24.92,0.0,66.36,0.0,2.03,6.69
K55210DD5221,0.0,0.0,104.47,0.0,0.0,0.0
K55210DD5239,0.0,0.0,94.96,0.0,0.0,5.04
K55210DD5288,0.0,0.0,94.96,0.0,0.0,5.04
K55210DD5304,0.0,0.0,94.96,0.0,0.0,5.04
K55210DD5320,0.0,0.0,94.96,0.0,0.0,5.04
K55210DD5353,0.0,0.0,94.96,0.0,0.0,5.04
K55210DE7267,0.0,88.22,0.0,0.0,1.7,10.08
K55210DF2218,0.0,87.44,0.0,0.0,1.69,10.87
K55210DG1961,0.0,0.0,0.0,0.0,95.0,5.0
K55210DH0988,25.55,0.0,68.05,0.0,2.08,4.32
K55210DH1002,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1010,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1028,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1044,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1051,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1101,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1119,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1135,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1143,0.0,0.0,0.0,0.0,90.53,9.47
K55210DH1150,0.0,0.0,0.0,0.0,90.53,9.47
K55210DI3791,0.0,0.0,97.36,0.0,0.0,2.64
K55210DI3809,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI3817,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI3825,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI3841,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI3858,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI3874,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI3908,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI3924,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI3940,0.0,0.0,93.25,0.0,0.0,6.75
K55210DI7263,0.0,0.0,86.25,0.0,0.83,12.92
K55210DJ2453,29.13,0.0,63.85,0.0,0.0,7.02
K55210DJ2461,29.13,0.0,63.85,0.0,0.0,7.02
K55210DJ2479,29.13,0.0,63.85,0.0,0.0,7.02
K55210DJ2495,29.13,0.0,63.85,0.0,0.0,7.02
K55210DJ2503,29.13,0.0,63.85,0.0,0.0,7.02
K55210DJ2545,29.13,0.0,63.85,0.0,0.0,7.02
K55210DJ2560,29.13,0.0,63.85,0.0,0.0,7.02
K55210DJ2578,29.13,0.0,63.85,0.0,0.0,7.02
K55210DJ9466,96.3,0.0,0.0,0.0,0.0,3.7
K55210DJ9474,96.3,0.0,0.0,0.0,0.0,3.7
K55210DJ9482,96.3,0.0,0.0,0.0,0.0,3.7
K55210DJ9508,96.3,0.0,0.0,0.0,0.0,3.7
K55210DJ9516,96.3,0.0,0.0,0.0,0.0,3.7
K55210DJ9524,96.3,0.0,0.0,0.0,0.0,3.7
K55210DL4331,0.0,0.0,86.25,0.0,0.83,12.92
K55210DM1997,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2003,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2011,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2037,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2045,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2086,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2094,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2102,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2110,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2128,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2144,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2151,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM2169,14.47,70.99,0.0,0.0,12.92,1.62
K55210DM8224,0.0,88.3,0.0,0.0,7.22,4.48
K55210DO1706,96.34,0.0,0.0,0.0,0.0,3.66
K55210DP5615,96.76,0.0,0.0,0.0,0.0,3.24
K55210DP7488,0.0,0.0,65.08,0.0,35.28,0.0
K55210DQ3494,0.0,9.54,39.92,0.0,33.64,16.9
K55210DQ8279,2.47,0.0,0.0,0.0,92.32,5.21
K55210DQ8287,2.47,0.0,0.0,0.0,92.32,5.21
K55210DQ8295,2.47,0.0,0.0,0.0,92.32,5.21
K55210DQ8311,2.47,0.0,0.0,0.0,92.32,5.21
K55210DQ8329,2.47,0.0,0.0,0.0,92.32,5.21
K55210DQ8360,2.47,0.0,0.0,0.0,92.32,5.21
K55210DQ8394,2.47,0.0,0.0,0.0,92.32,5.21
K55210DQ8402,2.47,0.0,0.0,0.0,92.32,5.21
K55210DR1299,22.86,62.08,0.0,0.0,6.44,8.62
K55210DS1504,97.07,0.0,0.0,0.0,0.0,2.93
K55210DS1520,97.07,0.0,0.0,0.0,0.0,2.93
K55210DS1538,97.07,0.0,0.0,0.0,0.0,2.93
K55210DS1546,97.07,0.0,0.0,0.0,0.0,2.93
K55210DS1553,97.07,0.0,0.0,0.0,0.0,2.93
K55210DS2478,22.76,71.96,0.0,0.0,4.99,0.29
K55210DS4169,94.61,0.0,0.0,0.0,0.1,5.29
K55210DS4177,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4185,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4193,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4219,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4227,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4243,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4268,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4276,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4284,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4292,90.91,0.0,0.0,0.0,0.1,8.99
K55210DS4342,92.13,0.0,0.0,0.0,0.1,7.77
K55210DS4359,92.13,0.0,0.0,0.0,0.1,7.77
K55210DS4367,92.13,0.0,0.0,0.0,0.1,7.77
K55210DS4375,92.13,0.0,0.0,0.0,0.1,7.77
K55210DS4383,92.13,0.0,0.0,0.0,0.1,7.77
K55210DT0687,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0695,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0703,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0729,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0737,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0778,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0794,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0810,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0836,0.0,0.0,0.0,0.0,84.66,15.34
K55210DT0844,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT0851,0.0,0.0,0.0,0.0,84.71,15.29
K55210DT1925,0.0,0.0,0.0,0.0,91.4,8.6
K55210DT1933,0.0,0.0,0.0,0.0,91.4,8.6
K55210DT1941,0.0,0.0,0.0,0.0,91.4,8.6
